No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,Station,Direction,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
246,Thursday,27-08-26,64378,36, EL-Nada EL-Saadany ,DPL,25-08-26,,,47.35,Fill,C-A,RD-01,,6+690 : 6+720,R+L,LAYER-3,3,,1533,APPROVED AS NOTED,DONE,2,EIDG,2,,,
247,Sunday,30-08-26,64531,36, EL-Nada EL-Saadany ,DPL,27-08-26,,,51.88,Fill,C-A,RD-01,,6+690 : 6+720,R+L,LAYER-4,3,,1655,APPROVED AS NOTED,DONE,2,EIDG,3,,,
248,Monday,24-08-26,63991,36, EL-Nada EL-Saadany ,DPL,20-08-26,,,47.28,Fill,C-A,RD-01,,6+690 : 6+720,R+L,LAYER-1,3,,1326,APPROVED AS NOTED,DONE,2,EIDG,4,,,
249,Saturday,29-08-26,64403,36, EL-Nada EL-Saadany ,DPL,24-08-26,,,47.88,Fill,C-A,RD-01,,6+720 : 6+770,R+L,LAYER-2,4,,1821,APPROVED AS NOTED,DONE,2,EIDG,5,,,
250,Saturday,29-08-26,64453,36, EL-Nada EL-Saadany ,DPL,26-08-26,,,50.23,Fill,C-A,RD-01,,6+720 : 6+770,R+L,LAYER-2,5,,2173,APPROVED AS NOTED,DONE,2,EIDG,3,,,
251,Tuesday,25-08-26,64122,36, EL-Nada EL-Saadany ,DPL,22-08-26,,,45.16,Fill,C-A,RD-01,,6+720 : 6+770,R+L,LAYER-1,3,,1334,APPROVED AS NOTED,DONE,2,EIDG,3,,,
252,Saturday,29-08-26,64450,36, Abnaa Mohamed Badawy ,DPL,26-08-26,,,49.25,Fill,C-A,RD-01,,7+300 : 7+360,R+L,LAYER-1,5,,2268,APPROVED AS NOTED,DONE,2,EIDG,3,,,
253,Tuesday,25-08-26,64162,36, Abnaa Mohamed Badawy ,SOIL,22-08-26,A-4,51.00%,,Bottom of excavation,C-A,RD-01,,7+300 : 7+360,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
254,Wednesday,26-08-26,64210,36, Abnaa Mohamed Badawy ,SOIL,23-08-26,A-4,52.60%,,Bottom of excavation,C-A,RD-01,,7+290 : 7+300,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
255,Saturday,29-08-26,64451,36, Abnaa Mohamed Badawy ,DPL,26-08-26,,,50.21,Fill,C-A,RD-01,,7+290 : 7+300,R+L,LAYER-1,2,,346,APPROVED AS NOTED,DONE,2,EIDG,3,,,
256,Tuesday,25-08-26,64125,36, Abnaa Mohamed Badawy ,SOIL,22-08-26,A-4,51.00%,,Bottom of excavation,C-A,RD-01,,7+290 : 7+300,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
257,Saturday,29-08-26,64387,36, Abnaa Mohamed Badawy ,DPL,25-08-26,,,48.91,Fill,C-A,RD-01,,7+365 : 7+380,R+L,LAYER-2,2,,599,APPROVED AS NOTED,DONE,2,EIDG,4,,,
258,Sunday,30-08-26,64529,36, Abnaa Mohamed Badawy ,DPL,27-08-26,,,57.23,Fill,C-A,RD-01,,7+365 : 7+380,R+L,LAYER-3,2,,630,APPROVED AS NOTED,DONE,2,EIDG,3,,,
259,Tuesday,25-08-26,64157,36, Abnaa Mohamed Badawy ,DPL,22-08-26,,,53.25,Fill,C-A,RD-01,,7+365 : 7+380,R+L,LAYER-1,2,,633,APPROVED AS NOTED,DONE,2,EIDG,3,,,
260,Tuesday,25-08-26,64121,36, Abnaa Mohamed Badawy ,DPL,22-08-26,,,50.198,Fill,C-A,RD-01,,7+365 : 7+380,R+L,LAYER-1,2,,633,APPROVED AS NOTED,DONE,2,EIDG,3,,,
261,Monday,24-08-26,63976,36, Abnaa Mohamed Badawy ,SOIL,20-08-26,A-2-4,33.40%,,Bottom of excavation,C-A,RD-01,,7+365 : 7+380,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
262,Monday,24-08-26,63976,36, Abnaa Mohamed Badawy ,DPL,21-08-26,,,50.58,Bottom of excavation,C-A,RD-01,,7+365 : 7+380,R+L,LAYER-0,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
263,Sunday,06-09-26,64822,36, EL-Batal ,SOIL,04-09-26,A-2-4,15.00%,,Bottom of excavation,C-A,RD-01,,6+250 : 6+320 ,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
264,Sunday,06-09-26,64822,36, EL-Batal ,DPL,05-09-26,,,44.81,Bottom of excavation,C-A,RD-01,,6+250 : 6+320 ,R+L,LAYER-0,7,,3155,APPROVED AS NOTED,DONE,2,EIDG,1,,,
265,Sunday,06-09-26,64817,36, EL-Batal ,SOIL,04-09-26,A-2-4,26.80%,,Bottom of excavation,C-A,RD-01,,6+320 : 6+350,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
266,Sunday,06-09-26,64817,36, EL-Batal ,DPL,05-09-26,,,50.73,Bottom of excavation,C-A,RD-01,,6+320 : 6+350,R+L,LAYER-0,3,,1421,APPROVED AS NOTED,DONE,2,EIDG,1,,,
267,Wednesday,24-12-25,44645,44, Abnaa Helter ,DPL,02-09-25,,,41.69,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-9,10,,,APPROVED AS NOTED,DONE,11,CEL,113,,,
268,Wednesday,24-12-25,44646,44, Abnaa Helter ,DPL,06-09-25,,,41.16,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-10,9,,,APPROVED AS NOTED,DONE,10,CEL,109,,,
269,Wednesday,24-12-25,44641,44, Abnaa Helter ,DPL,20-08-25,,,45.1,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-5,9,,,APPROVED AS NOTED,DONE,10,CEL,126,,,
270,Wednesday,24-12-25,44642,44, Abnaa Helter ,DPL,21-08-25,,,48.68,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-6,10,,,APPROVED AS NOTED,DONE,11,CEL,125,,,
271,Wednesday,24-12-25,44643,44, Abnaa Helter ,DPL,24-08-25,,,39.84,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-7,11,,,APPROVED AS NOTED,DONE,12,CEL,122,,,
272,Wednesday,24-12-25,44644,44, Abnaa Helter ,DPL,27-08-25,,,47.66,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-8,10,,,APPROVED AS NOTED,DONE,11,CEL,119,,,
273,Wednesday,24-12-25,44649,44, Abnaa Helter ,DPL,12-09-25,,,59.76,Fill,C01,RD-01,,10+300 : 10+400,R+L,LAYER-13,10,,,APPROVED AS NOTED,DONE,11,CEL,103,,,
274,Wednesday,24-12-25,44629,44, Abnaa Helter ,DPL,11-08-25,,,41.14,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-4,9,,,APPROVED AS NOTED,DONE,10,CEL,135,,,
275,Wednesday,24-12-25,44630,44, Abnaa Helter ,DPL,20-08-25,,,41.92,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-5,9,,,APPROVED AS NOTED,DONE,10,CEL,126,,,
276,Wednesday,24-12-25,44631,44, Abnaa Helter ,DPL,03-09-25,,,41.67,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-6,9,,,APPROVED AS NOTED,DONE,10,CEL,112,,,
277,Wednesday,24-12-25,44634,44, Abnaa Helter ,DPL,16-09-25,,,51.26,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-9,10,,,APPROVED AS NOTED,DONE,11,CEL,99,,,
278,Wednesday,24-12-25,44635,44, Abnaa Helter ,DPL,24-09-25,,,42.52,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-10,10,,,APPROVED AS NOTED,DONE,11,CEL,91,,,
279,Wednesday,24-12-25,44636,44, Abnaa Helter ,DPL,07-10-25,,,47.69,Fill,C01,RD-01,,10+400 : 10+500,R+L,LAYER-11,10,,,APPROVED AS NOTED,DONE,11,CEL,78,,,
280,Wednesday,24-12-25,44618,44, Abnaa Helter ,DPL,12-08-25,,,47.3,Fill,C01,RD-01,,10+500 : 10+575,R+L,LAYER-7,9,,,APPROVED AS NOTED,DONE,10,CEL,134,,,
281,Wednesday,24-12-25,44619,44, Abnaa Helter ,DPL,20-08-25,,,45.67,Fill,C01,RD-01,,10+500 : 10+575,R+L,LAYER-8,9,,,APPROVED AS NOTED,DONE,10,CEL,126,,,
282,Wednesday,24-12-25,44620,44, Abnaa Helter ,DPL,03-09-25,,,40.76,Fill,C01,RD-01,,10+500 : 10+575,R+L,LAYER-9,9,,,APPROVED AS NOTED,DONE,10,CEL,112,,,
283,Wednesday,24-12-25,44623,44, Abnaa Helter ,DPL,16-09-25,,,44.82,Fill,C01,RD-01,,10+500 : 10+575,R+L,LAYER-12,10,,,APPROVED AS NOTED,DONE,11,CEL,99,,,
284,Wednesday,24-12-25,44624,44, Abnaa Helter ,DPL,24-09-25,,,40.37,Fill,C01,RD-01,,10+500 : 10+575,R+L,LAYER-13,8,,,APPROVED AS NOTED,DONE,9,CEL,91,,,
285,Wednesday,24-12-25,44560,44, Abnaa Helter ,DPL,12-08-25,,,47.07,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-3,10,,,APPROVED AS NOTED,DONE,11,CEL,134,,,
286,Wednesday,24-12-25,44561,44, Abnaa Helter ,DPL,14-08-25,,,49.63,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-4,9,,,APPROVED AS NOTED,DONE,10,CEL,132,,,
287,Wednesday,24-12-25,44562,44, Abnaa Helter ,DPL,17-08-25,,,49.508,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-5,8,,,APPROVED AS NOTED,DONE,9,CEL,129,,,
288,Wednesday,24-12-25,44563,44, Abnaa Helter ,DPL,21-08-25,,,44.17,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-6,10,,,APPROVED AS NOTED,DONE,11,CEL,125,,,
289,Wednesday,24-12-25,44564,44, Abnaa Helter ,DPL,30-08-25,,,61.107,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-7,8,,,APPROVED AS NOTED,DONE,9,CEL,116,,,
290,Wednesday,24-12-25,44565,44, Abnaa Helter ,DPL,02-09-25,,,41.08,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-8,10,,,APPROVED AS NOTED,DONE,11,CEL,113,,,
291,Wednesday,24-12-25,44567,44, Abnaa Helter ,DPL,10-09-25,,,39.04,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-10,10,,,APPROVED AS NOTED,DONE,11,CEL,105,,,
292,Wednesday,24-12-25,44568,44, Abnaa Helter ,DPL,14-09-25,,,50.14,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-11,10,,,APPROVED AS NOTED,DONE,11,CEL,101,,,
293,Wednesday,24-12-25,44569,44, Abnaa Helter ,DPL,16-09-25,,,47.42,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-12,8,,,APPROVED AS NOTED,DONE,9,CEL,99,,,
294,Wednesday,24-12-25,44570,44, Abnaa Helter ,DPL,19-09-25,,,40.79,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-13,7,,,APPROVED AS NOTED,DONE,8,CEL,96,,,
295,Wednesday,24-12-25,44571,44, Abnaa Helter ,DPL,21-09-25,,,44.82,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-14,10,,,APPROVED AS NOTED,DONE,11,CEL,94,,,
296,Wednesday,24-12-25,44575,44, Abnaa Helter ,DPL,01-10-25,,,44.503,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-18,8,,,APPROVED AS NOTED,DONE,9,CEL,84,,,
297,Wednesday,24-12-25,44576,44, Abnaa Helter ,DPL,05-10-25,,,43.77,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-19,9,,,APPROVED AS NOTED,DONE,10,CEL,80,,,
298,Wednesday,24-12-25,44577,44, Abnaa Helter ,DPL,13-10-25,,,42.29,Fill,C01,RD-01,,10+800 : 10+900,R+L,LAYER-20,8,,,APPROVED AS NOTED,DONE,9,CEL,72,,,
299,Wednesday,24-12-25,44611,44, Abnaa Helter ,DPL,11-10-25,,,50.83,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-16,18,,,APPROVED AS NOTED,DONE,21,CEL,74,,,
300,Wednesday,24-12-25,44610,44, Abnaa Helter ,DPL,25-09-25,,,43.18,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-15,18,,,APPROVED AS NOTED,DONE,21,CEL,90,,,
301,Wednesday,24-12-25,44609,44, Abnaa Helter ,DPL,18-09-25,,,45.212,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-14,16,,,APPROVED AS NOTED,DONE,19,CEL,97,,,
302,Wednesday,24-12-25,44608,44, Abnaa Helter ,DPL,14-09-25,,,47.35,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-13,16,,,APPROVED AS NOTED,DONE,19,CEL,101,,,
303,Wednesday,24-12-25,44607,44, Abnaa Helter ,DPL,10-09-25,,,43.37,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-12,17,,,APPROVED AS NOTED,DONE,20,CEL,105,,,
304,Wednesday,24-12-25,44605,44, Abnaa Helter ,DPL,06-09-25,,,46.094,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-10,18,,,APPROVED AS NOTED,DONE,21,CEL,109,,,
305,Wednesday,24-12-25,44604,44, Abnaa Helter ,DPL,01-09-25,,,38.76,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-9,17,,,APPROVED AS NOTED,DONE,20,CEL,114,,,
306,Wednesday,24-12-25,44603,44, Abnaa Helter ,DPL,24-08-25,,,43.67,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-8,18,,,APPROVED AS NOTED,DONE,21,CEL,122,,,
307,Wednesday,24-12-25,44602,44, Abnaa Helter ,DPL,22-08-25,,,40.82,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-7,17,,,APPROVED AS NOTED,DONE,20,CEL,124,,,
308,Wednesday,24-12-25,44601,44, Abnaa Helter ,DPL,17-08-25,,,40.225,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-6,16,,,APPROVED AS NOTED,DONE,19,CEL,129,,,
309,Wednesday,24-12-25,44600,44, Abnaa Helter ,DPL,11-08-25,,,47.05,Fill,C01,RD-01,,10+575 : 10+725,R+L,LAYER-5,16,,,APPROVED AS NOTED,DONE,19,CEL,135,,,
310,Wednesday,24-12-25,44539,44, Abnaa Helter ,DPL,29-08-25,,,40.36,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-6,19,,,APPROVED AS NOTED,DONE,22,CEL,117,,,
311,Wednesday,24-12-25,44543,44, Abnaa Helter ,DPL,12-09-25,,,39.74,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-10,20,,,APPROVED AS NOTED,DONE,23,CEL,103,,,
312,Wednesday,24-12-25,44544,44, Abnaa Helter ,DPL,16-09-25,,,45.305,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-11,19,,,APPROVED AS NOTED,DONE,21,CEL,99,,,
313,Wednesday,24-12-25,44545,44, Abnaa Helter ,DPL,18-09-25,,,44.33,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-12,17,,,APPROVED AS NOTED,DONE,20,CEL,97,,,
314,Wednesday,24-12-25,44536,44, Abnaa Helter ,DPL,21-08-25,,,51.92,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-3,18,,,APPROVED AS NOTED,DONE,21,CEL,125,,,
315,Wednesday,24-12-25,44537,44, Abnaa Helter ,DPL,24-08-25,,,40.63,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-4,20,,,APPROVED AS NOTED,DONE,23,CEL,122,,,
316,Wednesday,24-12-25,44538,44, Abnaa Helter ,DPL,26-08-25,,,43.195,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-5,19,,,APPROVED AS NOTED,DONE,22,CEL,120,,,
317,Wednesday,24-12-25,44547,44, Abnaa Helter ,DPL,21-09-25,,,40.48,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-14,16,,,APPROVED AS NOTED,DONE,19,CEL,94,,,
318,Wednesday,24-12-25,44548,44, Abnaa Helter ,DPL,24-09-25,,,42.38,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-15,17,,,APPROVED AS NOTED,DONE,20,CEL,91,,,
319,Wednesday,24-12-25,44549,44, Abnaa Helter ,DPL,25-09-25,,,48.706,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-16,17,,,APPROVED AS NOTED,DONE,20,CEL,90,,,
320,Wednesday,24-12-25,44553,44, Abnaa Helter ,DPL,06-10-25,,,53.217,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-20,18,,,APPROVED AS NOTED,DONE,21,CEL,79,,,
321,Wednesday,24-12-25,44554,44, Abnaa Helter ,DPL,07-10-25,,,46.32,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-21,18,,,APPROVED AS NOTED,DONE,21,CEL,78,,,
322,Wednesday,24-12-25,44534,44, Abnaa Helter ,DPL,18-08-25,,,45.65,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-1,20,,,APPROVED AS NOTED,DONE,23,CEL,128,,,
323,Wednesday,24-12-25,44535,44, Abnaa Helter ,DPL,20-08-25,,,49.26,Fill,C01,RD-01,,10+900 : 11+050,R+L,LAYER-2,19,,,APPROVED AS NOTED,DONE,22,CEL,126,,,
324,Monday,08-12-25,45014,44,  Abnaa Badawi ,DPL,29-10-25,,,47.87,Fill,C01,RD-01,,11+260 : 11+400,R+L,LAYER-19,20,,,APPROVED AS NOTED,DONE,25,CEL,40,,,
325,Sunday,28-12-25,45023,44, Al Qimam ,SOIL,25-09-25,A-1-B,14.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,94,,,
326,Sunday,28-12-25,45018,44, Al Qimam ,SOIL,06-09-25,A-1-B,9.60%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,113,,,
327,Sunday,28-12-25,45040,44, Al Qimam ,SOIL,23-11-25,A-1-B,16.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,35,,,
328,Sunday,28-12-25,45030,44, Al Qimam ,SOIL,29-10-25,A-1-B,16.40%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,60,,,
329,Sunday,28-12-25,45019,44, Al Qimam ,SOIL,09-09-25,A-1-B,13.60%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,110,,,
330,Sunday,28-12-25,45041,44, Al Qimam ,SOIL,25-11-25,A-1-B,16.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,33,,,
331,Sunday,28-12-25,45039,44, Al Qimam ,SOIL,23-11-25,A-1-B,17.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,35,,,
332,Sunday,28-12-25,45037,44, Al Qimam ,SOIL,19-11-25,A-1-B,16.60%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,39,,,
333,Sunday,28-12-25,45036,44, Al Qimam ,SOIL,17-11-25,A-1-B,19.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,41,,,
334,Sunday,28-12-25,45035,44, Al Qimam ,SOIL,13-11-25,A-1-B,20.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,45,,,
335,Sunday,28-12-25,45034,44, Al Qimam ,SOIL,10-11-25,A-1-B,15.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,48,,,
336,Sunday,28-12-25,45033,44, Al Qimam ,SOIL,06-11-25,A-1-B,18.40%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,52,,,
337,Sunday,28-12-25,45032,44, Al Qimam ,SOIL,02-11-25,A-1-B,18.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,56,,,
338,Sunday,28-12-25,45031,44, Al Qimam ,SOIL,23-10-25,A-1-B,17.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,66,,,
339,Sunday,28-12-25,45029,44, Al Qimam ,SOIL,19-10-25,A-1-B,18.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,70,,,
340,Sunday,28-12-25,45028,44, Al Qimam ,SOIL,14-10-25,A-2-4,25.20%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,75,,,
341,Sunday,28-12-25,45027,44, Al Qimam ,SOIL,10-10-25,A-1-B,15.60%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,79,,,
342,Sunday,28-12-25,45026,44, Al Qimam ,SOIL,06-10-25,A-1-B,17.00%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,83,,,
343,Sunday,28-12-25,45025,44, Al Qimam ,SOIL,02-10-25,A-1-B,15.40%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,87,,,
344,Sunday,28-12-25,45024,44, Al Qimam ,SOIL,29-09-25,A-1-B,13.80%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,90,,,
345,Sunday,28-12-25,45022,44, Al Qimam ,SOIL,21-09-25,A-1-B,15.80%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,98,,,
346,Sunday,28-12-25,45021,44, Al Qimam ,SOIL,17-09-25,A-1-B,11.80%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,102,,,
347,Sunday,28-12-25,45020,44, Al Qimam ,SOIL,13-09-25,A-1-B,11.40%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,106,,,
348,Sunday,28-12-25,45017,44, Al Qimam ,SOIL,01-09-25,A-2-4,26.60%,,Stockpile,C01,RD-01,,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,5,CEL,118,,,
349,Sunday,28-12-25,,44, Abnaa Helter ,PLATE LOAD,07-10-25,,,,Fill,C01,RD-01,,10+900 : 11+050,R+L,29.95,4,,,APPROVED AS NOTED,DONE,9,HELIOPOLIS(1) + GLOBAL LAB(3),82,,,
350,Sunday,28-12-25,44684,44, Abnaa Helter ,PLATE LOAD,18-08-25,,,,Fill,C01,RD-01,,10+800 : 10+900,R+L,24.45,2,,,APPROVED AS NOTED,DONE,5,GLOBAL LAB,132,,,
351,Sunday,28-12-25,49986,44, Abnaa Helter ,PLATE LOAD,21-08-25,,,,Fill,C01,RD-01,,10+400 : 10+500,R+L,28.95,2,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS(1) + TOP SURFACE(1),129,,,
352,Sunday,28-12-25,45077,44, Al Qimam ,DPL,09-10-25,,,42.94,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-1,6,,,APPROVED AS NOTED,DONE,9,CEL,80,,,
353,Sunday,28-12-25,45078,44, Al Qimam ,DPL,12-10-25,,,47.31,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-2,8,,,APPROVED AS NOTED,DONE,11,CEL,77,,,
354,Sunday,28-12-25,45079,44, Al Qimam ,DPL,14-10-25,,,44.79,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-3,8,,,APPROVED AS NOTED,DONE,11,CEL,75,,,
355,Sunday,28-12-25,45081,44, Al Qimam ,DPL,19-10-25,,,39.89,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-5,6,,,APPROVED AS NOTED,DONE,9,CEL,70,,,
356,Sunday,28-12-25,45082,44, Al Qimam ,SAND CONE,20-10-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-6,15,,,APPROVED AS NOTED,DONE,3,HELIOPOLIS,69,,,
357,Sunday,28-12-25,45083,44, Al Qimam ,DPL,23-10-25,,,40.62,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-7,6,,,APPROVED AS NOTED,DONE,9,CEL,66,,,
358,Sunday,28-12-25,45084,44, Al Qimam ,SAND CONE,25-10-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-8,15,,,APPROVED AS NOTED,DONE,3,HELIOPOLIS,64,,,
359,Sunday,28-12-25,45085,44, Al Qimam ,DPL,27-10-25,,,41.34,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-9,7,,,APPROVED AS NOTED,DONE,10,CEL,62,,,
360,Sunday,28-12-25,45086,44, Al Qimam ,DPL,29-10-25,,,45.77,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-10,7,,,APPROVED AS NOTED,DONE,10,CEL,60,,,
361,Sunday,28-12-25,45087,44, Al Qimam ,DPL,01-11-25,,,38.65,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-11,8,,,APPROVED AS NOTED,DONE,11,CEL,57,,,
362,Sunday,28-12-25,45088,44, Al Qimam ,DPL,04-11-25,,,46.83,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-12,7,,,APPROVED AS NOTED,DONE,10,CEL,54,,,
363,Sunday,28-12-25,45089,44, Al Qimam ,DPL,05-11-25,,,40.49,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-13,6,,,APPROVED AS NOTED,DONE,9,CEL,53,,,
364,Sunday,28-12-25,45090,44, Al Qimam ,DPL,06-11-25,,,42.21,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-14,6,,,APPROVED AS NOTED,DONE,9,CEL,52,,,
365,Sunday,28-12-25,45091,44, Al Qimam ,DPL,08-11-25,,,42.26,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-15,6,,,APPROVED AS NOTED,DONE,9,CEL,50,,,
366,Sunday,28-12-25,45092,44, Al Qimam ,DPL,10-11-25,,,61.35,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-16,6,,,APPROVED AS NOTED,DONE,9,CEL,48,,,
367,Sunday,28-12-25,45094,44, Al Qimam ,DPL,14-11-25,,,57.307,Fill,C01,RD-01,,12+050 : 12+100,R+L,LAYER-18,6,,,APPROVED AS NOTED,DONE,9,CEL,44,,,
368,Sunday,28-12-25,45052,44, Al Qimam ,PLATE LOAD,21-10-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,23.7,2,,,APPROVED AS NOTED,DONE,5,GLOBAL LAB,68,,,
